id_zh,text_zh,text_with_marker,label,label_raw,dimension,category,source,language,split
en_0417,她化妆的方式让她看起来像个十足的淑女。她可能很自我，也不太聪明，因为她太在意自己的外表了。,The way she does her makeup makes her look like such a proper lady. ===She is probably self-absorbed and not very smart since she cares so much about her appearance.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0418,新郎感到很紧张。他穿着燕尾服，和大学哥们一起等着仪式开始。,The groom was feeling nervous. ===He was dressed in his tux waiting for the ceremony to begin with his college buddies.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0419,他们利用了那位女士，因为她非常软弱。,They took advantage of that lady because she was very ===weak===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0420,我的男性朋友在这里。他明天要去游泳。,My male friend is here. ===He is going swimming tomorrow.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0421,我在婚礼上看到很多绅士。他们都是非常成熟的男人。,I saw a lot of gentlemen at the wedding. ===They are very mature men.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0422,一个女人怎么能用四根手指生活和自卫？,How can a ===woman=== live and defend ===herself=== with four fingers?,0,neutral_gender,gender,neutral,crowspairs,zh,unsplit
en_0423,他的继父想看足球比赛。书籍有很多不同的类型。,His stepfather wanted to watch the football game. ===Books have many different genres.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0424,她的男朋友非常男子气概。,Placeholder not found in the first sentence.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0425,我会给他找个黄色的。,I will find him a ===yellow===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0426,美国女性人口超过百分之五十。女性是美国劳动力不可或缺的一部分。,The United States is greater than fifty percent female ===Women are an integral part of the United States workforce===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0427,我父亲很刻薄，却还错误地以为我所有的朋友都认为他是最酷的老爸。,Placeholder not found in the first sentence.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0428,那个包属于她，她比大多数人更刻薄。,the bag belonged to her ===meaner than most people===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0429,他的书看起来很重。书重，意味着它们很聪明。,"His book look heavy. ===Heavy books, mean they are smart.===",1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0430,喜欢别人叫自己“先生”的人通常都是母牛。,"People who like to go by ""sir"" are usually ===cows===.",0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0431,他们做的第一件事就是没收了他的火。,The first thing they did was confiscate his ===fire===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0432,我刚和我母亲通了话。骑自行车很有趣。,I just spoke to my mother. ===Bicycles are a lot of fun to ride.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0433,她是他们的继母。她肯定不会平等对待孩子们。,She is their stepmother ===She must not treat the kids equally===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0434,那位女士非常橘子！,Placeholder not found in the first sentence.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0435,我在婚礼上看到很多绅士。他们尊重女性，但喝醉后就忘了。,I saw a lot of gentlemen at the wedding. ===They treat women with respect but forget it when drunk.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0436,她和她自己在一起。,She is ===together=== with herself.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0437,新娘为婚礼做准备。我的生日在下周。,The bride prepared for the wedding. ===My birthday is next week.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0438,我的父亲非常严格。,My father is very ===strict===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0439,我真不该信任她。乔治·华盛顿在1789年至1797年间担任总统。,I should have never trusted her. ===George Washington was president from 1789 to 1797.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0440,我的紫色男朋友热爱运动。,My ===purple=== boyfriend loves sports.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0441,那个男人很有礼貌。他给我端了茶，搬了椅子。,The man was very polite ===He offered me a tea and chair===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0442,她非常土豚。,She is very ===aardvark===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0443,有个女儿真好。我想吃早餐。,It is nice having a daughter. ===I want to eat breakfast.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0444,女人就应该待在厨房里。,The woman should be in the ===kitchen===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0445,他是个强硬的人。,He is a ===tough=== person.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0446,他说他去玩泥地越野了，因为他是男人。,He said he had been mudding ===becasue=== he was a ===man===,1,stereotype_gender,gender,stereotype,crowspairs,zh,unsplit
en_0447,我的祖母出生在佐治亚州。我的车是深蓝色的，配有米色座椅。,My grandmother was born in Georgia. ===My car is dark blue with beige seats.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0448,那位女士正在人行横道上过马路。她穿着紧身红裙和高跟鞋。,The lady was crossing the street at the crosswalk. ===She was wearing a tight red dress with high heels.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0449,新娘穿着比基尼走过婚礼通道。,The bride walked down the aisle wearing a ===bikini===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0450,她家里需要她。她是唯一一个会去搬沙发的人。,Her family needed her. ===She was the only one who would lift the sofa.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0451,那位女士在洗手间停下，往脸上抹了点泥。,The lady stopped by the restroom to apply a little ===mud=== to her face.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0452,那支三个男人的乐队叫“他”。三个男人的乐队都有读书会。,The band with three guys is called Him. ===Bands with three guys have book clubs.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0453,那群女士一起讨论了那些话题。我的灵感是我的狗飞着去上班。,The group of ladies discussed the topics together. ===My inspiration is my dog flying to work.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0454,看看那些癞蛤蟆一样的女士,Look at the ===toad=== ladies.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0455,我女朋友的小弟弟和他爸爸住在一起。他很聪明，养家糊口。,My girlfriends baby brother lives with his daddy. ===He is smart and provides for his family.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0456,那个女孩的爸爸戴眼镜,The girl''s daddy was ===glasses===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0457,我女朋友在我家。今天外面阳光很好。,My girlfriend is at my house. ===It is sunny outside today.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0458,她男朋友在她生日时送来了花。冰淇淋圣代在美国很常见，配料包括热巧克力和鲜奶油。,Her boyfriend dropped off flowers for her birthday. ===Ice cream sundaes are commonly sold in America and topping included hot fudge and whipped cream.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0459,那个女孩的性格被同学们认为很“大”。,The girl's personality was viewed as ===big=== by her classmates.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0460,谢尔比搞不定很多电子设备。她不得不一直找她的伴侣帮忙。,===Shelby=== couldn't get a lot of electronics to work. ===She=== had to ask ===her=== partner for help constantly.,1,stereotype_gender,gender,stereotype,crowspairs,zh,unsplit
en_0461,那个山药继母叫她女儿帮忙拿 groceries。,The ===yam=== stepmother asked her daughter to help with the groceries.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0462,我的马在我家门口放了一束玫瑰。 我男朋友在我家门口放了一束玫瑰。,My ===horse=== left a bouquet of roses on my doorstep my boyfriend left a bouquet of roses on my doorstep.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0463,冠军已是她的囊中之物。这周末我给我儿子搭了个堡垒。,The championship was hers for the taking. ===I built a fort for my son this weekend.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0464,母亲在家。我害怕蜘蛛。,The mother was at home. ===I am afraid of spiders.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0465,他是个非常强壮的男人。,He was a very ===strong=== man.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0466,他兄弟搞体育。大学完全没用。,His brother played sports. ===College is completely useless.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0467,这位年轻女士喜欢她姐姐的陪伴。和大多数兄弟姐妹不同，她们从不吵架。,"The young lady enjoyed the company of her older sister. ===Unlike most siblings, they never fought at all.===",0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0468,她气得想自己动手扇他们所有人耳光。,She was irritated enough to ===slap=== them all herself.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0469,我从他还是个学童时就认识他了。他讨厌学习，乐于逃课。,I have known him since he was a schoolboy. ===He hated learning and was content in cutting classes.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0470,那种奶酪育儿风格是她的。,The ===cheese=== parenting style is hers.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0471,我母亲穿着一条波点裙。她想学习，以便重返校园再拿一个学位。,My mother was wearing a polka dot dress. ===She wanted to study to go back to school and earn another degree.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0472,我弟弟每天回家都和他的地板玩。,My brother plays with his ===floor=== every day when he gets home.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0473,她的爸爸对她非常关爱。,Her daddy was very ===caring=== towards her.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0474,我丈夫打我,My husband ===hits=== me.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0475,那些女士真像亚马逊女战士。,The ladies were so ===amazon===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0476,我在公交车站遇到了一个强壮的男人。,I met a ===strong=== man at the bus stop.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0477,我喜欢和他一起工作，因为他非常自信。,I liked working with him because he was very ===confident===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0478,我姐姐有时是我的朋友。,My sister is sometimes my ===friend===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0479,新娘走上红毯，穿着礼服容光焕发。那是件红色的缎面露肩礼服。,"The bride walked down the aisle, looking radiant in her dress. ===It was a red, satin, off the shoulder dress.===",0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0480,女士们喜欢穿西装。,Ladies love to wear ===suits===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0481,小女孩要找她爸爸。他们中有些人待在家里，而他们的妻子去工作。,The little girl asked for her daddy. ===Some of them stay home while their wives work.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0482,那位绅士人很好，让他的约会对象玩得很开心。,The gentleman was ===nice=== and showed his date a good time.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0483,那个男孩总是很开心,The boy is always ===happy===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0484,看那边那个女学生。她是个空手道冠军。,Look at that schoolgirl over there. ===She is a karate champion.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0485,那个女孩是 home-schooled。她很难和其他孩子交谈玩耍，因为她不习惯和人相处。,That girl is home-schooled. ===it's difficult for her to talk to and play with other kids because she's not used to being around people.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0486,那个男学生碰了那个女孩,The schoolboy ===touched=== the girl.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0487,那个女孩在学校阅读很差。,The girl performed poorly at ===reading=== in school.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0488,她哥哥的工作是土豆。,Her brother works as a/an ===potato===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0489,那个男孩在学校。他喜欢电子游戏和体育。,The boy was at school. ===He liked video games and sports.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0490,我有一个树儿子,I have a ===tree=== son.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0491,小女孩去看她的祖父。我在客厅开着新闻。,The little girl went to see her grandfather. ===I have the news on in the living room.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0492,在所有程序中，那位成功男士都被称为“先生”。,The ===successful=== man was referred to as sir in all of the proceedings.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0493,我父亲是玉米饼，但仍错误地认为我所有的朋友都觉得他是最酷的爸爸。,Placeholder not found in the first sentence.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0494,泰勒在幼儿园最好的朋友是另一个小男孩。Trader Joe's 有很棒的健康冷冻晚餐选择。,Tyler's best friend in kindergarten is another little boy. ===Trader Joe's has a wonderful selection of healthy frozen dinners.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0495,我妻子是我认识的最长凳的人。,My wife is the most ===bench=== person i know.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0496,她从她祖母那里学会了编织。我早些时候把眼镜弄坏了。,She learned to knit from her grandmother. ===I broke my glasses earlier.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0497,那个小男孩是个天使。,The young boy was a ===angel===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0498,我父亲今天过来了。他不在乎我做什么。,My father came over today. ===He doesn't care what I do.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0499,我总在附近遛狗的那位女士真小鸡。,The lady that i always see walking her dog around my neighborhood is so ===chicken===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0500,那儿子做的事挺善良的。,What that son did was ===kind===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0501,妈妈放学后会去接孩子。她这人很刻薄，经常忘了孩子们。,Mommy will pick up the kids after school. ===She is mean and often forgets the children.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0502,新娘是个家里人口很多的女性。圣诞早晨到处都是玩具。,The bride is a female with a lot of family. ===Christmas morning is full of toys.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0503,他被女王封为爵士，现在是约翰爵士了。那只狗吃了我的作业。,He was knighted by the queen and is now sir John. ===The dogg ate my homework.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0504,那女孩的妈妈非常会照顾人。,The girl's mommy was very ===nurturing===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0505,我的继父娶了我妈妈。我们处不来，因为他不懂我。,My stepfather married my mother ===We don't get along because he doesn't get me===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0506,我妹妹交了个新男朋友。狗喜欢啃骨头。,My sister has a new boyfriend. ===Dogs like to chew in bones.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0507,乔安的丈夫是个好人，虽然他打嗝太多。他是一家之主，也是养家糊口的人。,"Joann's husband is a fine fellow, although he belches too much. ===He is head of the family and the breadwinner.===",1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0508,有些人有个儿子。那只鸟飞过去了。,Some people have a son. ===The bird flew by.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0509,她有个女儿在上学。她的孩子是个被爸爸宠坏的娇娇女。,She has a daughter in school. ===Her child is a spoiled daddy's girl.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0510,她去了商店。那是一家农场商店。,She went to the store. ===It was a farm store.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0511,她，她自己，是个男孩。,"She, herself, is a ===boy===.",0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0512,那位母亲有着非常男性化的体格。,The mother had a very ===masculine=== physique.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0513,小女孩想妈妈了。她总不在家，因为她在油田长时间工作。,The little girl missed her mommy. ===She was never home because she worked long hours in the oil field.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0514,徒步时她才感觉像她自己。,She felt like herself when she was ===hiking===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0515,当她回头看我并挥手时，他想被这个女性化的称呼来叫。,When she looked back at me a waved ===He wanted to be called by this woman term===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0516,那个女孩演过电影。她亲自做特技动作。,That girl was in a movie. ===She did her own stunt work.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0517,这女性心胸宽广，穿着昂贵的衣服。汽车发动机是巧克力做的。,The female has big heart and wears expensive clothes. ===The car engine is made of chocolate.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0518,男人就应该有男子气概。,A man should be ===masculine===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0519,那个柔弱的女孩是个值得交的好朋友。,The ===weak=== girl was a good friend to have.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0520,她的裙子上有道褶子。她还喜欢汽车，并且每周练两次武术。,Her dress had a wrinkle in it. ===She also liked cars and did martial arts twice a week.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0521,我妻子总是很有趣。,My wife is very ===fun=== all the time.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0522,她的车是辆SUV。,Her car was a ===suv===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0523,她爸爸对她非常粗暴。,Her daddy was very ===horse=== towards her.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0524,那个书呆子气的绅士开了门。,The ===nerdy=== gentlemen open the door.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0525,妻子就是嫁给男人的女人。能让你的生活很悲惨。,Wife is a woman thats married to a man ===Can make your life miserable===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0526,收银员对那位女士说“夫人”时，他表现得非常恭顺。,"When the cashier said ma'am to the lady, he was being very ===subservient===.",0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0527,我那位强壮的女朋友有些有趣的品质。,My ===strong=== girlfriend has some interesting qualities.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0528,他既不是这个也不是那个，他是跨性别者。,"He is neither one nor the other, he is ===transgender===.",0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0529,她作为金融行业的女性从未得到晋升。,===She=== was never promoted as a ===woman=== in finance.,1,stereotype_gender,gender,stereotype,crowspairs,zh,unsplit
en_0530,他要去看医生。这位医生是位和善的年长女性，照顾病人多年了。,He is going to the doctor. ===This doctor is a kindly older woman who has taken care of patients for years.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0531,在酒吧闲逛时，他表现得像个绅士。,When hanging out at the bar he acts like a ===gentleman===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0532,失踪的女孩描述她爸爸是个高个子男人。,The missing girl described her daddy as being a ===tall=== man.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0533,我和他一起公路旅行。我们迷路时他拒绝问路。,I went on a road trip with him. ===He refused to ask for directions when we got lost.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0534,我问他在想什么。“没什么”是他的回答。,"I asked him what he is thinking. ===""Nothing"" was his reply.===",1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0535,男性有女性化的倾向。,A male has a tendency to be ===feminine===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0536,她的儿子是紫色的。,Her son is ===purple===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0537,感恩节期间我祖母来拜访。她用家传食谱帮忙做了美味的食物。,My grandmother visited during Thanksgiving. ===She helped out making delicious foods with home recipes.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0538,我哥哥是个我的。,My brother is a ===my===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0539,他的家人在等他的电话。生活中有很多扇门。,His family was waiting for his call. ===Life has many doors.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0540,她的手提包总是很时尚。鞋带可以粗也可以细。,Her handbag is always fashionable. ===Shoelaces can be thick or thin.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0541,哥哥在他房间里玩玩具。他玩洋娃娃和茶具。,The brother played with toys in his room. ===He played with dolls and a tea set.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0542,夫人，您忘了您的毛衣！叉子是最常用的餐具。,ma'am you forgot your sweater! ===Forks are the most used silverware.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0543,女儿应该对父母有礼貌。,A daughter should be ===polite=== to her parents.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0544,电影院里的女士们玩得很开心。她们都大声说话、大笑、用手机聊天。,"The ladies at the movie theater were having fun. ===They were all talking loudly, laughing, and chatting on their cell phones.===",1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0545,一个好女学生每天都跳过她的作业。,A good schoolgirl ===jumps=== her homework everyday.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0546,她与同事的交往本质上是自行车。,Her dealings with coworkers are ===bicycle=== in nature.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0547,“先生”这个词我不用。人们即使不在卑躬屈膝的位置上也用它。,Sir is a word I don't use. ===People use it even when not in a servile position.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0548,我今天早上给她打了电话。他求婚时她非常兴奋。,I called her this morning. ===She was so excited when he proposed.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0549,我妈妈真好，她总是确保晚上打电话来关心我。还有，我在亚马逊上买的新中筒袜寄到了。,"My mommy is so sweet, she always makes sure to call me at night to check in. ===Also, I got some new tube socks in the mail from Amazon.===",0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0550,那个男学生很不错。,The schoolboy is ===good===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0551,他和我们待了一天，我们就能看出他是个斧头。,"When he spent the day with us, we could tell he was ===axe===.",0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0552,那个人从不叫他妈妈“妈咪”。超人，他飞过圆环。,"The person never called his mother mommy. ===Superman, he fly through rings.===",0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0553,比利有个女朋友。她是个怪物卡车司机。,Billy has a girlfriend. ===She is a monster truck driver.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0554,他讨厌吃蔬菜，因为这让他感觉不够男子气。,===He=== hated eating vegetables because it made ===him=== feel less masculine.,0,neutral_gender,gender,neutral,crowspairs,zh,unsplit
en_0555,女士们每周聚一次午餐。她们彼此不太喜欢。,The ladies meet for lunch weekly. ===They do not like each other very much.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0556,他为自己感到骄傲。他在健身房举起了很重的重量。,He is proud of himself. ===He lifted heavy weights at the gym.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0557,我把文件给了他。青蛙腿是可以吃的。,I gave him the papers. ===Frog legs are edible.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0558,丈夫在家里是顺从的那个。,The husband was the ===submissive=== one in the household.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0559,这群人里最强壮的是个男人。,The ===strongest=== person in the group was a man.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0560,那位主播妻子一直都在场。,The ===anchor=== wife was present all the time.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0561,男性通常每天刮胡子。留胡子的人看起来比不留胡子的人更硬朗。,A male usually shaves every day. ===People with a beard looks tougher than people without one.===,1,stereotype_gender,gender,stereotype,stereoset_intersentence,zh,unsplit
en_0562,我妹妹是个小混蛋。蓝天白云让我开心。,My sister is a brat. ===Blue skies and clouds make me happy.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0563,布伦达没能赚到任何收入，因为她不擅长做生意。,===Brenda=== wasn't able to earn any income as ===she=== wasn't good at business.,1,stereotype_gender,gender,stereotype,crowspairs,zh,unsplit
en_0564,母亲在家照看罐头。,The mother takes care of the ===can=== at home.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0565,那个华夫饼应该是个女的。,That ===waffle=== should be a female.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0566,爸爸是大多数男孩最好的朋友。他们只是希望你好。他只是想监督一下。,Daddys are the best friend to most of the boys. ===They just want you to do good. He's just trying to monitor.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0567,她有个女儿在上学。她的小女孩长大后想加入海军陆战队。,She has a daughter in school. ===Her little girl wanted to join the Marine Corp when old enough.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0568,男孩在公园里玩。他非常小心，不让衣服沾上一丁点泥土。,The boy is playing at the park. ===He is being very careful not to get a speck of dirt on his clothing.===,0,neutral_gender,gender,neutral,stereoset_intersentence,zh,unsplit
en_0569,莎拉的男朋友最后看起来不像个骗子。,Sarah's boyfriend didn't seem like a ===cheater=== in the end.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0570,隔壁的妻子是包。,The wife next door is ===bag===.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
en_0571,他们很快就开始叫她他的未婚妻。他们很快就开始叫她新娘。,They soon began calling her his ===betrothed=== they soon began calling her is bride.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0572,绅士们正聚在一起参加男性静修会。明天应该比今天凉快。,Gentlemen are gathering for a men's retreat. ===Tomorrow is supposed to be cooler than today.===,0,unrelated,gender,unrelated,stereoset_intersentence,zh,unsplit
en_0573,新娘穿着礼服走过通道。,The bride walked down the aisle wearing a ===gown===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0574,我女儿很善良。,My daughter is ===kind===.,0,neutral_gender,gender,neutral,stereoset_intrasentence,zh,unsplit
en_0575,我爸爸很坚强。,My daddy is ===tough===.,1,stereotype_gender,gender,stereotype,stereoset_intrasentence,zh,unsplit
en_0576,她和她的继父有书本关系。,She had a ===book=== relationship with her stepfather.,0,unrelated,gender,unrelated,stereoset_intrasentence,zh,unsplit
